accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OX448216,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448217,AY.111,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448218,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448219,AY.122,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448220,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448221,AY.121,10.0,,5.2666666666666675,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448222,BA.1.17,23.0,,2.052969502407705,,1115.0,1.0,3.0,1.0,3.0,710.0,0.0,6.0,4.0,0.0,694.0,1.0,0.0,3.0,1.0,1255.0
OX448223,AY.4.2.1,13.0,,3.0000000000000004,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,699.0,1.0,0.0,2.0,1.0,1266.0
OX448224,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448225,AY.4,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448226,AY.122,8.0,,3.0000000000000013,,1121.0,0.0,1.0,1.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448227,B.1.617.2,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448228,AY.43,9.0,,5.702702702702702,,1124.0,0.0,1.0,0.0,2.0,718.0,2.0,1.0,2.0,0.0,701.0,0.0,0.0,0.0,1.0,1268.0
OX448229,AY.122,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448230,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448231,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448232,AY.4.2.3,11.0,,5.056338028169014,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448233,AY.122,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448234,AY.126,10.0,,2.916666666666668,,1121.0,1.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448235,AY.122,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448236,AY.126,10.0,,1.8620689655172407,,1121.0,1.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448237,AY.4,10.0,,6.571428571428573,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448238,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448239,AY.122,9.0,,2.317073170731707,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,1.0,1.0,1267.0
OX448240,B.1.617.2,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448241,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,696.0,1.0,0.0,0.0,1.0,1268.0
OX448242,AY.126,10.0,,2.916666666666668,,1121.0,1.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448243,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448244,AY.98.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448245,AY.127,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448246,AY.34,12.0,,3.2083333333333326,,1122.0,0.0,2.0,0.0,1.0,717.0,2.0,2.0,2.0,1.0,699.0,0.0,0.0,0.0,2.0,1267.0
OX448247,AY.126,9.0,,2.0270270270270263,,1121.0,1.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448248,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448249,AY.127,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448250,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448251,AY.36.1,10.0,,4.000000000000002,,1122.0,0.0,2.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448252,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448253,AY.4,11.0,,2.731343283582089,,921.0,0.0,2.0,0.0,1.0,589.0,2.0,2.0,2.0,1.0,567.0,0.0,0.0,0.0,1.0,1060.0
OX448254,AY.122,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448255,AY.4,11.0,,3.999999999999999,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,1.0,699.0,0.0,0.0,0.0,1.0,1268.0
OX448256,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448257,AY.4,9.0,,2.0270270270270263,,1121.0,1.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448258,B.1.1.529,23.0,,1.807560137457045,,1114.0,1.0,3.0,1.0,2.0,714.0,0.0,6.0,5.0,0.0,693.0,1.0,0.0,3.0,1.0,1256.0
OX448259,AY.9.2,10.0,7.333333333333334,5.000000000000002,,1121.0,0.0,1.0,1.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448260,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448261,AY.4,10.0,,2.3962264150943406,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,1.0,698.0,1.0,0.0,0.0,1.0,1268.0
OX448262,AY.126,10.0,,2.916666666666668,,1121.0,1.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448263,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448264,B.1.617.2,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448265,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448266,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448267,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448268,AY.4.2.3,12.0,,4.844444444444445,,1122.0,0.0,2.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448269,AY.122,11.0,,7.535211267605631,,1122.0,0.0,1.0,0.0,1.0,715.0,2.0,4.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448270,AY.43,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448271,AY.126,10.0,,2.916666666666668,,1121.0,1.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448272,AY.127,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448273,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448274,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448275,AY.4.9,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448276,AY.4.3,13.0,,5.774193548387095,,1121.0,0.0,2.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,697.0,3.0,0.0,0.0,1.0,1268.0
OX448277,AY.43,7.0,,4.2727272727272725,,1124.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,701.0,0.0,0.0,0.0,1.0,1268.0
OX448278,AY.4,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448279,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,0.0,2.0,0.0,699.0,0.0,0.0,0.0,1.0,1268.0
OX448280,AY.4,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448281,AY.4,10.0,,5.241379310344826,,1122.0,0.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448282,AY.4,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448283,AY.122,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448284,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448285,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448286,AY.126,10.0,,2.916666666666668,,1121.0,1.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448287,AY.122,10.0,,1.8461538461538458,,1122.0,0.0,2.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,1.0,1.0,1267.0
OX448288,AY.4.2.1,13.0,,3.0000000000000004,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,699.0,1.0,0.0,2.0,1.0,1266.0
OX448289,AY.98.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448290,AY.4.2.3,11.0,,4.267605633802817,,1122.0,0.0,2.0,0.0,1.0,716.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448291,AY.126,10.0,,2.758620689655174,,1121.0,1.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448292,B.1.617.2,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448293,B.1.617.2,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448294,AY.122,9.0,,3.6060606060606113,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,2.0,1267.0
OX448295,AY.126,10.0,,2.758620689655174,,1121.0,1.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448296,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448297,B.1.617.2,9.0,,4.268292682926829,,1123.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448298,AY.127,11.0,,4.999999999999998,,1121.0,0.0,2.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448299,B.1.617.2,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448300,AY.127,9.0,,4.575757575757576,,1121.0,0.0,2.0,0.0,1.0,717.0,2.0,1.0,2.0,0.0,699.0,0.0,0.0,0.0,1.0,1268.0
OX448301,AY.122,8.0,,4.923076923076925,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448302,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448303,AY.43,7.0,,4.2727272727272725,,1123.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,701.0,0.0,0.0,0.0,1.0,1268.0
OX448304,B.1.617.2,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448305,AY.122,9.0,,4.575757575757576,,1122.0,0.0,2.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448306,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448307,AY.122,8.0,,4.923076923076925,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448308,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448309,AY.46.6,9.0,,5.0,,1121.0,0.0,2.0,0.0,2.0,718.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448310,B.1.617.2,12.0,,6.549019607843134,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,698.0,2.0,0.0,0.0,1.0,1268.0
OX448311,AY.4,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448312,AY.126,9.0,,5.702702702702702,,1121.0,0.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448313,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448314,AY.43,7.0,,4.2727272727272725,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,0.0,2.0,0.0,699.0,0.0,0.0,0.0,1.0,1267.0
OX448315,B.1.617.2,12.0,,6.549019607843134,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,698.0,2.0,0.0,0.0,1.0,1268.0
OX448316,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448317,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448318,AY.4,9.0,,2.0270270270270263,,1121.0,1.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448319,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448320,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448321,B.1.617.2,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448322,AY.36.1,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448323,AY.4.2.1,13.0,,3.0000000000000004,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,699.0,1.0,0.0,2.0,1.0,1266.0
OX448324,AY.6,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448325,AY.121.1,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448326,AY.4.2.1,14.0,,2.5945945945945947,,1122.0,0.0,2.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,699.0,1.0,0.0,2.0,1.0,1266.0
OX448327,AY.126,10.0,,2.916666666666668,,1121.0,1.0,1.0,0.0,2.0,717.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448328,AY.122,8.0,,3.0000000000000013,,1121.0,0.0,1.0,1.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448329,BA.1.15,30.0,,4.105134474327626,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,4.0,0.0,694.0,2.0,1.0,3.0,2.0,1255.0
OX448330,AY.5,8.0,,3.272727272727274,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448331,BA.1.1,29.0,,3.0366492146596857,,1118.0,1.0,3.0,2.0,5.0,711.0,0.0,5.0,5.0,0.0,691.0,2.0,1.0,3.0,2.0,1260.0
OX448332,BA.1.1,31.0,,4.380530973451327,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,5.0,0.0,693.0,2.0,1.0,3.0,2.0,1255.0
OX448333,BA.1.18,23.0,,2.052969502407705,,1115.0,1.0,3.0,1.0,3.0,710.0,0.0,6.0,4.0,0.0,694.0,1.0,0.0,3.0,1.0,1255.0
OX448334,BA.1,30.0,,4.105134474327626,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,4.0,0.0,694.0,2.0,1.0,3.0,2.0,1255.0
OX448335,AY.122,8.0,,4.923076923076925,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448336,AY.112,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448337,AY.4.11,8.0,,4.769230769230767,,1124.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,701.0,0.0,0.0,0.0,1.0,1268.0
OX448338,AY.33.2,9.0,,2.181818181818181,,1033.0,0.0,2.0,0.0,1.0,641.0,1.0,0.0,3.0,0.0,648.0,1.0,0.0,0.0,1.0,1151.0
OX448339,AY.43,8.0,,4.769230769230767,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448340,BA.1.18,30.0,,4.105134474327626,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,4.0,0.0,694.0,2.0,1.0,3.0,2.0,1255.0
OX448341,AY.121,9.0,,4.268292682926828,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448342,BA.1.1.1,29.0,,3.0366492146596857,,1117.0,1.0,3.0,2.0,5.0,710.0,0.0,5.0,5.0,0.0,691.0,2.0,1.0,3.0,2.0,1258.0
OX448343,BA.1.1,22.0,,1.5703275529865124,,784.0,1.0,3.0,1.0,2.0,508.0,0.0,6.0,4.0,0.0,506.0,1.0,0.0,3.0,1.0,934.0
OX448344,BA.1,24.0,,1.959370904325032,,1114.0,1.0,3.0,1.0,3.0,707.0,0.0,6.0,4.0,0.0,694.0,1.0,0.0,3.0,2.0,1254.0
OX448345,BA.1.1,31.0,,4.380530973451327,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,5.0,0.0,693.0,2.0,1.0,3.0,2.0,1255.0
OX448346,BA.1.17.2,32.0,,3.697354497354497,,1115.0,1.0,3.0,2.0,5.0,709.0,0.0,8.0,4.0,0.0,694.0,2.0,1.0,4.0,2.0,1254.0
OX448347,BA.1,28.0,,3.319367588932806,,1115.0,1.0,3.0,2.0,4.0,710.0,0.0,7.0,4.0,0.0,694.0,1.0,1.0,3.0,2.0,1255.0
OX448348,B.1.617.2,10.0,,6.400000000000001,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,699.0,0.0,0.0,0.0,2.0,1267.0
OX448349,AY.6,8.0,,4.304347826086959,,1122.0,0.0,1.0,0.0,1.0,718.0,1.0,1.0,3.0,0.0,698.0,0.0,0.0,0.0,1.0,1268.0
OX448350,BA.1.17,24.0,,1.959370904325032,,796.0,1.0,3.0,1.0,3.0,515.0,0.0,6.0,4.0,0.0,521.0,1.0,0.0,3.0,2.0,946.0
OX448351,BA.1.15,30.0,,4.105134474327626,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,4.0,0.0,694.0,2.0,1.0,3.0,2.0,1255.0
OX448352,B.1.617.2,12.0,,6.549019607843134,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,698.0,2.0,0.0,0.0,1.0,1268.0
OX448353,BA.1.1,23.0,,1.676236044657097,,992.0,1.0,3.0,1.0,3.0,644.0,0.0,4.0,6.0,0.0,624.0,1.0,0.0,3.0,1.0,1147.0
OX448354,BA.1.1,31.0,,4.380530973451327,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,5.0,0.0,693.0,2.0,1.0,3.0,2.0,1255.0
OX448355,BA.1.18,30.0,,4.105134474327626,,1115.0,1.0,3.0,2.0,5.0,710.0,0.0,7.0,4.0,0.0,694.0,2.0,1.0,3.0,2.0,1255.0
OX448356,BA.2,24.0,,1.8652849740932635,,1116.0,2.0,4.0,1.0,2.0,709.0,0.0,6.0,4.0,0.0,696.0,1.0,0.0,2.0,2.0,1263.0
OX448357,AY.36.1,10.0,,4.000000000000002,,1122.0,0.0,2.0,0.0,1.0,718.0,2.0,1.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
OX448358,AY.122,9.0,,2.317073170731707,,1122.0,0.0,1.0,0.0,1.0,719.0,2.0,0.0,2.0,0.0,699.0,1.0,0.0,1.0,1.0,1267.0
OX448359,BA.1,25.0,,2.047841306884481,,1115.0,1.0,3.0,2.0,3.0,710.0,0.0,6.0,4.0,0.0,694.0,1.0,1.0,3.0,1.0,1255.0
OX448360,AY.4,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448361,AY.6,8.0,,4.304347826086959,,1122.0,0.0,1.0,0.0,1.0,719.0,1.0,1.0,3.0,0.0,698.0,0.0,0.0,0.0,1.0,1268.0
OX448362,AY.6,8.0,,4.857142857142855,,1122.0,0.0,1.0,0.0,1.0,718.0,2.0,0.0,3.0,0.0,699.0,0.0,0.0,0.0,1.0,1268.0
OX448363,AY.4.2.3,11.0,,5.056338028169014,,1122.0,0.0,1.0,0.0,1.0,716.0,2.0,3.0,2.0,0.0,700.0,0.0,0.0,1.0,1.0,1267.0
OX448364,AY.127,9.0,,5.634146341463415,,1122.0,0.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,700.0,0.0,0.0,0.0,1.0,1268.0
OX448365,BA.1,23.0,3.9761904761904763,1.4237288135593231,0.05007562969958926,1118.0,1.0,3.0,1.0,2.0,713.0,2.0,4.0,5.0,0.0,693.0,1.0,0.0,3.0,1.0,1263.0
OX448366,AY.126,11.0,,2.8095238095238115,,1121.0,1.0,1.0,0.0,1.0,717.0,2.0,2.0,2.0,0.0,699.0,1.0,0.0,0.0,1.0,1268.0
