accession,pangolin_lineage,mut_sum,stat_b,stat_s,stat_qs,stat_c,H_A_A,H_A_C,H_A_G,H_A_T,H_C_A,H_C_C,H_C_G,H_C_T,H_G_A,H_G_C,H_G_G,H_G_T,H_T_A,H_T_C,H_T_G,H_T_T
OX446478,AY.42,54.0,21.515942028985506,16.325909831613252,,2.992074446306023,8797.0,0.0,6.0,0.0,2.0,5394.0,3.0,19.0,4.0,3.0,5766.0,11.0,1.0,4.0,1.0,9457.0
OX446479,B.1.177,23.0,,5.891089108910892,,2.9965295289446248,8655.0,0.0,3.0,0.0,1.0,5327.0,1.0,8.0,1.0,2.0,5675.0,4.0,0.0,3.0,0.0,9280.0
OX446480,B.1.1.7,36.0,17.61904761904762,10.012905748924515,-0.8523659653053186,2.994855278164139,8883.0,0.0,5.0,2.0,3.0,5453.0,0.0,14.0,2.0,3.0,5838.0,3.0,1.0,2.0,1.0,9550.0
OX446481,B.1.177,21.0,,4.614457831325303,,2.9969222875338772,8892.0,0.0,2.0,0.0,2.0,5461.0,1.0,9.0,2.0,1.0,5846.0,1.0,0.0,3.0,0.0,9562.0
OX446482,B.1.1.7,37.0,13.45,8.41768612373296,-0.925942019474747,2.9947807634604224,8884.0,0.0,3.0,3.0,3.0,5455.0,0.0,13.0,3.0,3.0,5838.0,3.0,2.0,3.0,1.0,9549.0
OX446483,B.1.1.7,33.0,17.274509803921568,11.193587416817909,-1.073797072939798,2.995265028550368,8886.0,0.0,2.0,2.0,4.0,5452.0,0.0,15.0,2.0,3.0,5841.0,1.0,1.0,2.0,1.0,9551.0
OX446484,B.1.1.7,37.0,17.45098039215686,10.662279052275295,-1.1869129297974914,2.994694085225184,8884.0,0.0,2.0,3.0,5.0,5452.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446485,B.1.177,16.0,,11.893617021276588,,2.997644600830661,8711.0,0.0,1.0,0.0,0.0,5362.0,0.0,10.0,0.0,1.0,5740.0,3.0,0.0,1.0,0.0,9390.0
OX446486,B.1.221,20.0,13.333333333333332,9.485714285714291,,2.997148753696874,8802.0,0.0,2.0,2.0,1.0,5411.0,0.0,10.0,0.0,1.0,5791.0,2.0,0.0,2.0,0.0,9473.0
OX446487,B.1.1.7,33.0,13.116666666666667,7.2017543859649225,-0.9584684377121733,2.995236081912726,8792.0,0.0,3.0,2.0,3.0,5410.0,0.0,13.0,2.0,3.0,5790.0,2.0,1.0,3.0,1.0,9467.0
OX446488,B.1.1.7,32.0,13.399999999999999,7.031652989449005,-1.1640348597631434,2.9954155887813605,8885.0,0.0,2.0,3.0,3.0,5456.0,0.0,12.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446489,B.1.617.2,38.0,,14.224183583406893,,2.9944680914054875,8816.0,0.0,4.0,0.0,2.0,5403.0,2.0,16.0,4.0,0.0,5787.0,6.0,0.0,3.0,1.0,9445.0
OX446490,B.1.258,27.0,,6.77473363774734,,2.996094362643449,8728.0,0.0,2.0,0.0,2.0,5370.0,0.0,11.0,1.0,0.0,5740.0,6.0,0.0,4.0,1.0,9402.0
OX446491,B.1.1.7,33.0,16.666666666666664,11.184836745987825,-1.003066975902649,2.995271120128667,8886.0,0.0,2.0,2.0,4.0,5453.0,0.0,14.0,2.0,3.0,5840.0,2.0,1.0,2.0,1.0,9551.0
OX446507,B.1,4.0,,3.9999999999999996,,2.9994270212356415,8891.0,0.0,1.0,0.0,0.0,5466.0,0.0,3.0,0.0,0.0,5844.0,0.0,0.0,0.0,0.0,9562.0
OX446508,B.1.221,16.0,,8.610169491525419,,2.997718306884054,8889.0,0.0,2.0,1.0,0.0,5461.0,0.0,8.0,0.0,1.0,5845.0,2.0,0.0,2.0,0.0,9562.0
OX446509,P.1,38.0,14.666666666666668,14.666666666666664,,2.994536620473479,8886.0,2.0,4.0,2.0,1.0,5455.0,1.0,15.0,4.0,2.0,5837.0,4.0,0.0,3.0,0.0,9556.0
OX446510,B.1.177.86,26.0,,10.718181818181819,,2.9962506363574963,8892.0,0.0,2.0,0.0,2.0,5457.0,0.0,14.0,0.0,1.0,5845.0,4.0,0.0,3.0,0.0,9562.0
OX446511,B.1.160,7.0,,6.454545454545455,,2.9989647666479398,8814.0,0.0,1.0,0.0,0.0,5411.0,0.0,3.0,0.0,1.0,5784.0,2.0,0.0,0.0,0.0,9490.0
OX446512,B.1.1.7,39.0,13.117647058823529,9.125598086124405,-0.4048312495355247,2.9944210604297763,8882.0,2.0,4.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5838.0,4.0,1.0,3.0,1.0,9550.0
OX446513,B.1.1.219,14.0,,8.31578947368421,,2.9980524188193667,8884.0,0.0,2.0,1.0,0.0,5465.0,0.0,6.0,1.0,0.0,5839.0,3.0,0.0,0.0,1.0,9563.0
OX446514,B.1.221,19.0,9.76923076923077,6.538461538461537,,2.99728044465182,8884.0,0.0,1.0,1.0,1.0,5458.0,0.0,10.0,0.0,1.0,5844.0,2.0,0.0,3.0,0.0,9557.0
OX446515,B.1,6.0,,5.999999999999999,,2.999125320539927,8726.0,0.0,2.0,0.0,0.0,5364.0,0.0,4.0,0.0,0.0,5735.0,0.0,0.0,0.0,0.0,9386.0
OX446516,B.1.1.218,17.0,,9.242718446601941,,2.9974348895907093,8534.0,1.0,1.0,0.0,0.0,5244.0,0.0,7.0,4.0,1.0,5598.0,2.0,0.0,1.0,0.0,9134.0
OX446517,B.1.160,24.0,,15.81308411214953,,2.9962471377374547,8107.0,0.0,2.0,0.0,0.0,5000.0,0.0,10.0,2.0,1.0,5304.0,8.0,0.0,1.0,0.0,8757.0
OX446518,B.1.1.7,34.0,16.333333333333336,9.33918128654971,-0.9134479594950199,2.9951355458344566,8884.0,0.0,4.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5840.0,2.0,1.0,2.0,1.0,9551.0
OX446520,B.1.160,29.0,,19.993548387096773,,2.9958805797399677,8891.0,0.0,3.0,0.0,0.0,5462.0,0.0,10.0,2.0,1.0,5835.0,12.0,0.0,1.0,0.0,9564.0
OX446521,B.1.1.7,32.0,14.933333333333334,10.333333333333343,-1.0088381650329767,2.995421080248652,8886.0,0.0,2.0,2.0,3.0,5455.0,0.0,13.0,3.0,3.0,5839.0,2.0,1.0,2.0,1.0,9551.0
OX446522,B.1.177.86,22.0,,17.673684210526318,,2.996837144147432,8893.0,0.0,1.0,0.0,0.0,5458.0,0.0,14.0,0.0,1.0,5844.0,5.0,0.0,1.0,0.0,9564.0
OX446523,B.1.1.7,38.0,13.555555555555555,7.651820431247795,-0.8023439394294652,2.9946057015073704,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5838.0,4.0,2.0,4.0,1.0,9548.0
OX446524,B.1.1.7,35.0,15.583333333333332,9.24475524475524,-1.1530524265349877,2.9949855730253976,8885.0,0.0,2.0,3.0,4.0,5453.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446525,B.1.1.7,34.0,15.266666666666666,8.973552211582309,-0.7884867206708216,2.995174760019742,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9550.0
OX446526,B.1.1.7,37.0,16.733333333333334,11.37260825780463,-0.7575138424646671,2.9947571561240363,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,3.0,3.0,5836.0,5.0,2.0,2.0,1.0,9550.0
OX446527,B.1.1.7,35.0,15.583333333333332,9.24475524475524,-1.1530524265349877,2.994985974743546,8885.0,0.0,2.0,3.0,4.0,5454.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446528,B.1.1.7,37.0,15.116666666666667,9.092841956059535,-0.7635302208286072,2.994755361801864,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5837.0,5.0,2.0,3.0,1.0,9549.0
OX446529,B.1.1.7,35.0,14.942857142857143,9.603347606072399,-0.7818681688955879,2.995038923465013,8885.0,0.0,3.0,2.0,3.0,5456.0,0.0,12.0,3.0,3.0,5837.0,4.0,2.0,2.0,1.0,9550.0
OX446530,B.1.1.7,32.0,13.399999999999999,7.031652989449005,-1.1640348597631434,2.9954155887813605,8885.0,0.0,2.0,3.0,3.0,5456.0,0.0,12.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446531,B.1.1.7,35.0,15.450980392156861,9.61516984644021,-1.1069874180130208,2.9949899491730547,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446532,B.1.1.7,32.0,13.399999999999999,7.031652989449005,-1.1640348597631434,2.9954155887813605,8885.0,0.0,2.0,3.0,3.0,5456.0,0.0,12.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446533,B.1.177.86,21.0,,13.59701492537313,,2.996969251850312,8893.0,0.0,1.0,0.0,0.0,5459.0,0.0,14.0,0.0,1.0,5846.0,3.0,0.0,2.0,0.0,9563.0
OX446534,B.1.258,26.0,,7.405925925925922,,2.996176193020281,8657.0,0.0,2.0,0.0,2.0,5326.0,0.0,10.0,1.0,1.0,5705.0,6.0,0.0,3.0,1.0,9317.0
OX446535,B.1.258,26.0,,7.405925925925922,,2.9962443276791384,8829.0,0.0,2.0,0.0,2.0,5422.0,0.0,10.0,1.0,1.0,5803.0,6.0,0.0,3.0,1.0,9492.0
OX446536,B.1.160,28.0,,18.99720279720279,,2.996018370369433,8891.0,0.0,3.0,0.0,0.0,5463.0,0.0,10.0,2.0,1.0,5835.0,11.0,0.0,1.0,0.0,9564.0
OX446537,B.1.160,28.0,,18.99720279720279,,2.996018619254314,8891.0,0.0,3.0,0.0,0.0,5463.0,0.0,10.0,2.0,1.0,5836.0,11.0,0.0,1.0,0.0,9564.0
OX446538,B.1.1.7,36.0,15.117647058823529,8.441285537700857,-0.8908213851085589,2.9948052067460296,8802.0,0.0,4.0,2.0,3.0,5409.0,0.0,14.0,2.0,3.0,5772.0,3.0,1.0,3.0,1.0,9458.0
OX446539,B.1.1.7,36.0,15.317647058823528,10.938296997120535,-1.0710348965940257,2.9948871691028414,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,3.0,3.0,5838.0,3.0,1.0,3.0,1.0,9550.0
OX446540,B.1.1.7,33.0,19.17543859649123,11.431918008784775,-1.133684879033118,2.995261682197099,8886.0,0.0,2.0,2.0,3.0,5449.0,0.0,17.0,2.0,3.0,5840.0,0.0,1.0,2.0,1.0,9550.0
OX446541,B.1.1.7,37.0,17.428070175438595,9.378653113087674,-1.1291026221285425,2.9946588066358215,8885.0,0.0,3.0,2.0,4.0,5451.0,0.0,16.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446542,B.1.1.7,34.0,11.61904761904762,4.001497753369944,-1.0196410232117172,2.995132176763425,8883.0,0.0,5.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5841.0,1.0,1.0,4.0,1.0,9549.0
OX446543,B.1.1.7,35.0,13.45,7.411764705882353,-0.8152220957372055,2.995031102502084,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446544,B.1.1.7,33.0,14.342857142857142,8.108003857280615,-0.7872119409855429,2.9953186432121424,8885.0,0.0,3.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9550.0
OX446545,B.1.1.7,33.0,14.342857142857142,8.108003857280615,-0.7872119409855429,2.9953186432121424,8885.0,0.0,3.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9550.0
OX446546,B.1.1.7,35.0,13.45,7.411764705882353,-0.8152220957372055,2.995031102502084,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446547,B.1.1.7,34.0,14.45,8.542439024390282,-1.193101090471886,2.995129798727482,8884.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,3.0,1.0,9550.0
OX446548,B.1.1.7,36.0,16.933333333333334,10.705113848450914,-0.7358125765558717,2.9948986677378073,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,13.0,2.0,3.0,5837.0,5.0,2.0,2.0,1.0,9550.0
OX446549,P.1,39.0,15.561403508771928,15.560611323376172,,2.9942832940281003,8722.0,2.0,4.0,2.0,1.0,5347.0,1.0,16.0,4.0,2.0,5732.0,4.0,0.0,3.0,0.0,9365.0
OX446550,B.1.1.7,37.0,17.228070175438596,11.317931326833403,-1.1084956355276825,2.9947021263741305,8885.0,0.0,2.0,3.0,3.0,5452.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446551,B.1.1.7,32.0,13.399999999999999,7.031652989449005,-1.1640348597631434,2.995375350851097,8792.0,0.0,2.0,3.0,3.0,5411.0,0.0,12.0,2.0,4.0,5790.0,1.0,1.0,3.0,1.0,9467.0
OX446552,B.1.1.7,37.0,16.2,10.390588235294114,-0.988171263933474,2.994743368528721,8884.0,0.0,3.0,3.0,3.0,5453.0,0.0,15.0,2.0,3.0,5839.0,3.0,1.0,3.0,1.0,9550.0
OX446553,B.1.258,27.0,9.923076923076923,6.323308270676693,,2.996124692642076,8831.0,0.0,3.0,1.0,2.0,5427.0,0.0,9.0,3.0,1.0,5803.0,4.0,0.0,4.0,0.0,9493.0
OX446562,B.1.1.7,35.0,13.45,7.411764705882353,-0.8152220957372055,2.995031102502084,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446563,B.1.1.7,37.0,14.866666666666665,7.2319894249834755,-0.815010221977106,2.9947475428158588,8884.0,0.0,4.0,2.0,4.0,5455.0,0.0,12.0,2.0,3.0,5838.0,4.0,2.0,3.0,1.0,9549.0
OX446564,B.1.1.7,37.0,16.2,10.390588235294114,-0.988171263933474,2.9947019212315578,8786.0,0.0,3.0,3.0,3.0,5413.0,0.0,15.0,2.0,3.0,5793.0,3.0,1.0,3.0,1.0,9483.0
OX446565,B.1.1.7,37.0,10.733333333333334,7.234573716438998,-0.6812350002939979,2.9946352407493197,8801.0,2.0,2.0,2.0,3.0,5404.0,0.0,16.0,2.0,3.0,5780.0,1.0,1.0,4.0,1.0,9446.0
OX446566,B.1.1.7,35.0,13.45,7.411764705882353,-0.8152220957372055,2.995031102502084,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446567,B.1.1.7,35.0,15.583333333333332,9.24475524475524,-1.1530524265349877,2.994985974743546,8885.0,0.0,2.0,3.0,4.0,5454.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446568,B.1.1.7,39.0,10.666666666666666,5.091086025690929,-1.1509106233452784,2.994415520154414,8885.0,0.0,2.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5839.0,2.0,1.0,7.0,1.0,9546.0
OX446569,B.1.1.7,33.0,14.342857142857142,8.108003857280615,-0.7872119409855429,2.9953186432121424,8885.0,0.0,3.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5839.0,3.0,2.0,2.0,1.0,9550.0
OX446570,B.1.177.86,24.0,,12.638297872340425,,2.996543948034737,8893.0,0.0,1.0,0.0,0.0,5457.0,0.0,16.0,0.0,1.0,5846.0,3.0,0.0,2.0,1.0,9562.0
OX446571,B.1.1.7,35.0,13.45,7.411764705882353,-0.8152220957372055,2.995031102502084,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446572,B.1.1.7,37.0,14.526190476190477,8.784756527875793,-0.8896963836940806,2.994718216629801,8884.0,0.0,4.0,2.0,3.0,5455.0,0.0,13.0,3.0,3.0,5837.0,4.0,1.0,3.0,1.0,9550.0
OX446573,B.1.1.7,37.0,16.733333333333334,11.37260825780463,-0.7575138424646671,2.9947571561240363,8885.0,0.0,3.0,2.0,3.0,5455.0,0.0,13.0,3.0,3.0,5836.0,5.0,2.0,2.0,1.0,9550.0
OX446574,B.1.1.7,38.0,18.89473684210526,11.459207459207459,-1.2441264695525842,2.994544035503562,8884.0,0.0,2.0,3.0,5.0,5450.0,0.0,16.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446575,B.1.1.7,37.0,17.228070175438596,11.317931326833403,-1.1084956355276825,2.9947021263741305,8885.0,0.0,2.0,3.0,3.0,5452.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446576,B.1.160,29.0,,19.993548387096773,,2.9958807803787213,8891.0,0.0,3.0,0.0,0.0,5463.0,0.0,10.0,2.0,1.0,5835.0,12.0,0.0,1.0,0.0,9564.0
OX446577,B.1.177.86,23.0,,18.643564356435636,,2.996693644311046,8893.0,0.0,1.0,0.0,0.0,5458.0,0.0,15.0,0.0,1.0,5844.0,5.0,0.0,1.0,0.0,9564.0
OX446578,B.1.258,15.0,,4.714285714285713,,2.9978369048516096,8808.0,0.0,2.0,0.0,2.0,5407.0,0.0,6.0,0.0,0.0,5791.0,3.0,0.0,2.0,0.0,9466.0
OX446579,B.1.1.7,35.0,14.25,7.556521739130438,-1.1928062072575716,2.9949881341796702,8884.0,0.0,3.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,3.0,1.0,9550.0
OX446580,B.1.1.7,40.0,16.235087719298246,12.141187326976315,-1.0243107369471727,2.994321491491778,8881.0,0.0,2.0,3.0,3.0,5450.0,0.0,15.0,3.0,3.0,5835.0,5.0,1.0,4.0,1.0,9545.0
OX446581,B.1.1.7,33.0,17.274509803921568,11.193587416817909,-1.073797072939798,2.995265028550368,8886.0,0.0,2.0,2.0,4.0,5452.0,0.0,15.0,2.0,3.0,5841.0,1.0,1.0,2.0,1.0,9551.0
OX446582,B.1.177.86,23.0,,18.643564356435636,,2.996693644311046,8893.0,0.0,1.0,0.0,0.0,5458.0,0.0,15.0,0.0,1.0,5844.0,5.0,0.0,1.0,0.0,9564.0
OX446583,B.1.1.7,37.0,13.555555555555555,6.977952755905511,-1.2091880035216382,2.9947006102032754,8884.0,0.0,3.0,3.0,3.0,5454.0,0.0,14.0,3.0,4.0,5839.0,1.0,1.0,4.0,1.0,9549.0
OX446584,B.1.1.7,33.0,11.0,4.041736227045075,-1.0355087798677252,2.9952738943508197,8884.0,0.0,4.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5841.0,1.0,1.0,4.0,1.0,9549.0
OX446585,B.1.1.7,33.0,15.142857142857142,8.378809869375905,-0.8632930063263858,2.9952854724378035,8884.0,0.0,4.0,2.0,3.0,5456.0,0.0,12.0,2.0,3.0,5839.0,3.0,1.0,2.0,1.0,9551.0
OX446586,B.1.1.7,36.0,15.809523809523808,10.496453900709165,-0.756223479610613,2.9949010283921966,8885.0,0.0,3.0,2.0,3.0,5456.0,0.0,12.0,3.0,3.0,5836.0,5.0,2.0,2.0,1.0,9550.0
OX446587,B.1.1.7,36.0,17.941176470588236,10.985990935311083,-0.9882807579851939,2.9948831284887847,8883.0,0.0,4.0,3.0,3.0,5453.0,0.0,15.0,2.0,3.0,5840.0,2.0,1.0,2.0,1.0,9551.0
OX446588,B.1.177.86,21.0,,13.59701492537313,,2.9969689674560818,8893.0,0.0,1.0,0.0,0.0,5458.0,0.0,14.0,0.0,1.0,5846.0,3.0,0.0,2.0,0.0,9563.0
OX446589,B.1.1.7,36.0,13.649999999999999,7.843786521231009,-0.8822514388763157,2.9949225973253863,8884.0,0.0,3.0,3.0,3.0,5455.0,0.0,13.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446590,B.1.1.7,34.0,14.583333333333332,8.786692759295498,-1.1060734440267714,2.995133843604422,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446591,B.1.1.7,36.0,16.2,8.712014134275623,-1.1586292321554343,2.994841987630264,8884.0,0.0,3.0,3.0,3.0,5453.0,0.0,15.0,2.0,4.0,5839.0,1.0,1.0,3.0,1.0,9550.0
OX446605,B.1.177.86,25.0,,9.807692307692312,,2.9963941136452172,8892.0,0.0,2.0,0.0,2.0,5457.0,0.0,13.0,0.0,1.0,5845.0,4.0,0.0,3.0,0.0,9562.0
OX446606,B.1.1.7,37.0,12.755555555555556,6.84549019607843,-0.8327807739316027,2.9947435617920255,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,4.0,1.0,9548.0
OX446638,B.1.177,20.0,,6.235294117647055,,2.997065623253267,8892.0,0.0,2.0,0.0,2.0,5460.0,1.0,9.0,2.0,1.0,5846.0,1.0,0.0,2.0,0.0,9563.0
OX446639,B.1.221,21.0,,10.328813559322034,,2.996986069773931,8803.0,0.0,2.0,1.0,0.0,5411.0,0.0,11.0,1.0,1.0,5789.0,3.0,0.0,1.0,1.0,9473.0
OX446640,B.1.177.86,21.0,,13.000000000000004,,2.9970066766956527,8891.0,0.0,2.0,1.0,0.0,5461.0,0.0,12.0,0.0,1.0,5846.0,3.0,0.0,2.0,0.0,9563.0
OX446641,B.1.1.7,37.0,15.583333333333332,8.86944444444445,-1.1773475176161643,2.994702400420791,8884.0,0.0,3.0,3.0,4.0,5454.0,0.0,13.0,3.0,4.0,5838.0,2.0,1.0,3.0,1.0,9550.0
OX446642,B.1.1.7,37.0,17.11764705882353,11.04761904761905,-1.108822113133145,2.9947042032259774,8885.0,0.0,2.0,3.0,4.0,5453.0,0.0,14.0,2.0,4.0,5838.0,3.0,1.0,3.0,1.0,9550.0
OX446658,B.1.351,27.0,,25.749999999999996,,2.996228072530357,8886.0,1.0,4.0,2.0,0.0,5456.0,0.0,14.0,0.0,0.0,5840.0,6.0,0.0,0.0,0.0,9554.0
OX446659,B.1.1.7,35.0,13.098039215686274,7.4262447650069845,-1.1231312882847844,2.9949902194852127,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,2.0,4.0,5839.0,2.0,1.0,4.0,1.0,9549.0
OX446749,B.1.1.7,36.0,13.88888888888889,8.186335403726709,-1.124036883150786,2.9948445735510147,8884.0,0.0,2.0,3.0,3.0,5452.0,0.0,14.0,2.0,4.0,5838.0,2.0,1.0,4.0,1.0,9544.0
OX446750,B.1.1.7,34.0,17.141176470588235,10.424354243542439,-1.0943054042902298,2.9951626916856813,8884.0,0.0,3.0,3.0,3.0,5453.0,0.0,15.0,2.0,3.0,5841.0,1.0,1.0,2.0,1.0,9551.0
OX446751,B.1.1.7,37.0,18.42222222222222,12.03561643835616,-1.2258312721032338,2.9947036175531028,8886.0,0.0,2.0,2.0,4.0,5451.0,0.0,16.0,3.0,3.0,5839.0,2.0,1.0,2.0,2.0,9550.0
OX446752,B.1.1.7,38.0,16.200000000000003,9.276315789473683,-1.2312323903564204,2.9945404240071487,8877.0,0.0,2.0,3.0,4.0,5442.0,0.0,16.0,2.0,4.0,5832.0,1.0,1.0,4.0,1.0,9535.0
OX446753,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994887208042371,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
OX446754,B.1.1.7,39.0,17.89473684210526,10.035128805620614,-1.0600032348417123,2.99441865373945,8883.0,0.0,4.0,3.0,3.0,5452.0,0.0,16.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446755,B.1.1.7,37.0,17.0,11.659028414298806,-1.162668614289311,2.994731112866725,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,17.0,3.0,3.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446756,B.1.1.7,34.0,14.583333333333332,8.786692759295498,-1.1060734440267714,2.9951336825612644,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,2.0,4.0,5838.0,2.0,1.0,3.0,1.0,9550.0
OX446757,B.1.617.2,39.0,,12.133220910623942,,2.9943232258237122,8817.0,0.0,4.0,0.0,2.0,5403.0,2.0,16.0,4.0,0.0,5787.0,6.0,0.0,4.0,1.0,9445.0
OX446758,B.1.1.7,36.0,16.45098039215686,10.088186356073201,-1.153943081981051,2.994839104830218,8882.0,0.0,2.0,3.0,4.0,5450.0,0.0,14.0,2.0,4.0,5838.0,2.0,1.0,3.0,1.0,9540.0
OX446759,B.1.1.7,35.0,17.607843137254903,10.163313055685542,-1.07756401006821,2.9949771101763263,8790.0,0.0,4.0,3.0,3.0,5408.0,0.0,15.0,2.0,3.0,5791.0,1.0,1.0,2.0,1.0,9468.0
OX446760,B.1.1.7,35.0,14.450980392156863,10.31111111111111,-1.0616535029172822,2.994991694382398,8886.0,0.0,2.0,2.0,3.0,5454.0,0.0,14.0,4.0,3.0,5838.0,2.0,1.0,3.0,1.0,9550.0
OX446761,B.1.1.7,36.0,11.755555555555556,6.068904593639578,-1.219853535886985,2.994842637601387,8885.0,0.0,2.0,3.0,3.0,5455.0,0.0,13.0,3.0,4.0,5839.0,1.0,1.0,5.0,1.0,9548.0
OX446762,B.1.177.86,23.0,,15.730158730158726,,2.9966877568660566,8891.0,0.0,3.0,0.0,0.0,5459.0,0.0,14.0,1.0,1.0,5845.0,3.0,0.0,1.0,0.0,9564.0
OX446763,B.1.1.7,35.0,15.317647058823528,7.877144181733895,-1.1578809312034217,2.994986059821624,8884.0,0.0,3.0,3.0,3.0,5454.0,0.0,14.0,2.0,4.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446764,B.1.1.7,35.0,13.593837535014005,7.146919431279624,-1.065838315471608,2.9949879248634996,8884.0,0.0,4.0,2.0,3.0,5454.0,0.0,14.0,3.0,3.0,5840.0,1.0,1.0,3.0,1.0,9550.0
OX446765,B.1.1.7,38.0,17.0,10.518518518518515,-1.1091251287928725,2.9945874722221157,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,17.0,2.0,4.0,5840.0,1.0,2.0,3.0,1.0,9549.0
OX446766,B.1.1.7,36.0,17.42222222222222,11.254513430206968,-1.1911627220220047,2.9948515305051577,8886.0,0.0,2.0,2.0,3.0,5452.0,0.0,16.0,3.0,3.0,5839.0,2.0,1.0,2.0,2.0,9550.0
OX446767,B.1.1.7,40.0,16.047619047619047,11.67905056759546,-1.1574385869090298,2.9943078036033217,8885.0,0.0,2.0,3.0,3.0,5451.0,0.0,17.0,4.0,3.0,5838.0,2.0,1.0,4.0,1.0,9549.0
OX446768,B.1.1.7,41.0,16.909090909090907,12.524281466798818,-1.1578683816240414,2.994163863906219,8885.0,0.0,2.0,3.0,3.0,5450.0,0.0,18.0,4.0,3.0,5838.0,2.0,1.0,4.0,1.0,9549.0
OX446769,B.1.1.7,40.0,18.8,10.900704676489426,-1.0606801138731903,2.994274725360972,8883.0,0.0,4.0,3.0,3.0,5451.0,0.0,17.0,2.0,4.0,5839.0,2.0,1.0,3.0,1.0,9550.0
OX446770,B.1.1.7,35.0,15.2,8.656626506024093,-1.12066281697003,2.995018637854031,8884.0,0.0,3.0,3.0,3.0,5452.0,0.0,15.0,2.0,3.0,5841.0,1.0,1.0,3.0,1.0,9550.0
OX446771,B.1.1.7,36.0,14.317647058823528,8.226655697243938,-0.816316385171813,2.994887208042371,8885.0,0.0,3.0,2.0,3.0,5454.0,0.0,14.0,2.0,3.0,5839.0,3.0,2.0,3.0,1.0,9549.0
